,Date,1,2,3,4,5,6,7
136,"Oct 7, 89",2,7,12,15,18,48,42
137,"Oct 4, 89",7,9,10,40,44,48,29
138,"Sep 30, 89",5,20,26,39,45,46,43
139,"Sep 27, 89",1,16,20,21,25,33,45
140,"Sep 23, 89",3,6,7,19,27,32,20
141,"Sep 20, 89",1,13,21,31,36,48,26
142,"Sep 16, 89",4,6,11,17,27,44,41
143,"Sep 13, 89",3,7,15,17,41,43,33
144,"Sep 9, 89",18,22,39,40,43,47,48
145,"Sep 6, 89",13,15,18,37,42,49,33
146,"Sep 2, 89",1,14,27,42,46,49,8
147,"Aug 30, 89",11,20,25,30,34,38,48
148,"Aug 26, 89",4,12,14,32,44,45,33
149,"Aug 23, 89",5,9,15,17,29,35,7
150,"Aug 19, 89",6,7,18,27,32,39,34
151,"Aug 16, 89",9,12,13,32,34,35,47
152,"Aug 12, 89",3,4,13,21,22,46,7
153,"Aug 9, 89",13,22,24,34,37,44,47
154,"Aug 5, 89",3,14,21,28,30,45,48
155,"Aug 2, 89",5,13,19,26,37,38,42
156,"Jul 29, 89",8,12,34,38,43,46,36
157,"Jul 26, 89",1,5,6,9,22,44,46
158,"Jul 22, 89",9,15,21,34,45,46,5
159,"Jul 19, 89",14,20,25,33,35,48,27
160,"Jul 15, 89",12,13,19,20,39,42,47
161,"Jul 12, 89",1,8,15,25,31,41,47
162,"Jul 8, 89",10,13,18,28,31,42,35
163,"Jul 5, 89",1,2,7,14,41,49,21
164,"Jul 1, 89",3,5,15,16,17,31,2
165,"Jun 28, 89",2,4,13,16,17,40,41
166,"Jun 24, 89",6,10,18,26,27,41,4
167,"Jun 21, 89",1,5,21,29,37,42,19
168,"Jun 17, 89",18,23,24,25,31,32,3
169,"Jun 14, 89",6,13,24,30,32,33,35
170,"Jun 10, 89",10,12,17,33,36,40,2
171,"Jun 7, 89",14,26,29,33,35,37,8
172,"Jun 3, 89",2,10,16,27,38,47,29
173,"May 31, 89",1,12,34,42,44,45,49
174,"May 27, 89",1,18,20,26,31,39,35
175,"May 24, 89",4,13,16,32,35,40,25
176,"May 20, 89",6,14,17,19,28,30,29
177,"May 17, 89",12,22,25,32,38,40,31
178,"May 13, 89",10,18,24,32,44,47,38
179,"May 10, 89",18,19,22,36,41,42,13
180,"May 6, 89",4,9,23,25,30,35,46
181,"May 3, 89",7,9,13,26,28,34,14
182,"Apr 29, 89",2,20,23,25,27,46,18
183,"Apr 26, 89",4,16,19,23,34,41,11
184,"Apr 22, 89",3,17,18,28,34,49,12
185,"Apr 19, 89",6,8,10,37,42,46,41
186,"Apr 15, 89",5,7,26,28,32,37,12
187,"Apr 12, 89",10,28,30,37,40,44,21
188,"Apr 8, 89",5,13,19,27,41,45,29
189,"Apr 5, 89",18,25,29,32,34,44,3
190,"Apr 1, 89",2,10,37,40,42,44,30
191,"Mar 29, 89",1,9,25,34,35,42,48
192,"Mar 25, 89",9,17,18,32,34,42,33
193,"Mar 22, 89",6,8,15,32,44,49,3
194,"Mar 18, 89",6,17,30,34,41,48,47
195,"Mar 15, 89",7,10,15,18,19,23,36
196,"Mar 11, 89",1,8,14,19,27,31,30
197,"Mar 8, 89",13,21,30,37,43,46,40
198,"Mar 4, 89",8,15,22,36,41,42,9
199,"Mar 1, 89",11,18,23,33,47,49,46
200,"Feb 25, 89",4,11,27,31,36,49,21
201,"Feb 22, 89",2,6,14,28,44,47,15
202,"Feb 18, 89",2,18,31,33,35,37,41
203,"Feb 15, 89",1,30,36,37,38,40,2
204,"Feb 11, 89",6,9,11,17,20,27,43
205,"Feb 8, 89",8,10,11,27,31,43,26
206,"Feb 4, 89",6,19,22,28,32,38,34
207,"Feb 1, 89",1,4,11,16,23,33,41
208,"Jan 28, 89",3,7,19,23,26,35,39
209,"Jan 25, 89",7,9,11,24,31,49,1
210,"Jan 21, 89",10,25,29,31,39,49,43
211,"Jan 18, 89",6,9,14,16,19,28,26
212,"Jan 14, 89",14,21,34,40,44,47,15
213,"Jan 11, 89",11,17,20,31,33,35,22
214,"Jan 7, 89",4,14,28,32,33,44,12
215,"Jan 4, 89",1,13,14,45,46,48,27
5,"Dec 29, 90",7,25,28,37,44,48,11
6,"Dec 26, 90",16,19,25,32,38,47,30
7,"Dec 22, 90",2,3,13,26,36,38,40
8,"Dec 19, 90",20,27,34,39,42,47,14
9,"Dec 15, 90",21,26,29,33,35,43,25
10,"Dec 12, 90",5,9,23,27,28,39,42
11,"Dec 8, 90",1,19,21,23,24,46,7
12,"Dec 5, 90",10,17,22,26,34,45,38
13,"Dec 1, 90",3,5,14,26,34,41,12
14,"Nov 28, 90",12,21,28,34,38,39,25
15,"Nov 24, 90",3,5,13,14,31,40,23
16,"Nov 21, 90",6,10,20,30,31,39,2
17,"Nov 17, 90",4,16,24,28,35,46,5
18,"Nov 14, 90",21,26,29,31,46,47,14
19,"Nov 10, 90",5,10,19,29,35,42,7
20,"Nov 7, 90",19,30,32,39,42,49,28
21,"Nov 3, 90",1,11,16,27,32,49,37
22,"Oct 31, 90",3,10,14,16,17,39,11
23,"Oct 27, 90",3,16,18,24,31,44,22
24,"Oct 24, 90",1,9,14,20,43,48,44
25,"Oct 20, 90",6,14,15,19,26,28,49
26,"Oct 17, 90",9,13,14,33,39,40,8
27,"Oct 13, 90",1,6,8,30,32,44,17
28,"Oct 10, 90",10,14,34,37,40,49,42
29,"Oct 6, 90",17,18,32,34,39,46,8
30,"Oct 3, 90",17,20,36,40,43,47,26
31,"Sep 29, 90",6,9,12,33,34,48,3
32,"Sep 26, 90",4,5,7,18,33,42,39
33,"Sep 22, 90",8,9,17,22,43,45,16
34,"Sep 19, 90",7,8,10,20,31,49,27
35,"Sep 15, 90",9,22,30,39,42,45,41
36,"Sep 12, 90",14,23,29,35,39,47,44
37,"Sep 8, 90",17,18,21,37,38,39,36
38,"Sep 5, 90",7,12,37,38,40,46,18
39,"Sep 1, 90",4,10,17,20,24,39,49
40,"Aug 29, 90",1,10,16,25,43,48,37
41,"Aug 25, 90",14,20,25,43,44,46,33
42,"Aug 22, 90",2,7,12,17,19,23,39
43,"Aug 18, 90",13,19,41,44,46,48,12
44,"Aug 15, 90",17,19,20,31,40,44,21
45,"Aug 11, 90",1,6,21,27,43,49,46
46,"Aug 8, 90",11,23,29,30,44,49,41
47,"Aug 4, 90",13,22,26,40,46,49,4
48,"Aug 1, 90",2,8,13,23,27,44,21
49,"Jul 28, 90",10,16,26,34,37,43,5
50,"Jul 25, 90",2,16,28,39,41,46,25
51,"Jul 21, 90",9,27,28,36,37,46,12
52,"Jul 18, 90",10,12,18,39,43,49,40
53,"Jul 14, 90",5,17,27,31,33,48,38
54,"Jul 11, 90",13,15,16,24,38,40,27
55,"Jul 7, 90",11,14,15,25,38,42,45
56,"Jul 4, 90",2,8,11,25,45,47,24
57,"Jun 30, 90",9,17,21,28,29,30,1
58,"Jun 27, 90",5,7,12,17,26,47,10
59,"Jun 23, 90",22,27,32,37,42,47,31
60,"Jun 20, 90",13,14,19,20,29,47,33
61,"Jun 16, 90",12,24,35,42,45,47,21
62,"Jun 13, 90",7,10,37,45,46,47,13
63,"Jun 9, 90",8,13,25,30,38,39,24
64,"Jun 6, 90",2,9,16,22,34,40,14
65,"Jun 2, 90",1,3,30,36,42,43,23
66,"May 30, 90",7,11,17,28,38,42,32
67,"May 26, 90",4,8,9,39,40,46,11
68,"May 23, 90",3,4,13,25,29,41,33
69,"May 19, 90",5,7,20,26,31,36,14
70,"May 16, 90",3,22,23,31,33,47,28
71,"May 12, 90",5,19,21,34,43,49,32
72,"May 9, 90",7,15,16,26,29,47,42
73,"May 5, 90",2,3,7,22,38,48,21
74,"May 2, 90",2,5,11,27,31,43,30
75,"Apr 28, 90",12,20,22,28,36,43,32
76,"Apr 25, 90",27,29,30,33,44,45,25
77,"Apr 21, 90",1,4,8,27,34,40,42
78,"Apr 18, 90",9,22,24,27,36,46,7
79,"Apr 14, 90",11,24,39,41,43,45,20
80,"Apr 11, 90",6,13,31,35,38,40,15
81,"Apr 7, 90",13,25,38,40,42,47,11
82,"Apr 4, 90",7,10,31,37,46,49,24
83,"Mar 31, 90",6,23,25,31,39,41,12
84,"Mar 28, 90",2,19,20,26,32,37,45
85,"Mar 24, 90",5,31,33,34,36,38,25
86,"Mar 21, 90",7,17,34,38,45,46,30
87,"Mar 17, 90",11,17,28,35,38,40,46
88,"Mar 14, 90",2,11,30,34,38,44,49
89,"Mar 10, 90",4,9,22,27,42,45,34
90,"Mar 7, 90",1,3,14,33,37,49,16
91,"Mar 3, 90",3,13,28,31,40,44,41
92,"Feb 28, 90",10,16,32,35,36,42,15
93,"Feb 24, 90",1,23,26,37,43,49,2
94,"Feb 21, 90",13,16,21,26,35,46,18
95,"Feb 17, 90",17,18,21,22,23,45,7
96,"Feb 14, 90",11,14,25,28,44,47,30
97,"Feb 10, 90",15,21,24,27,42,47,36
98,"Feb 7, 90",11,12,28,30,39,48,16
99,"Feb 3, 90",7,8,11,16,41,47,44
100,"Jan 31, 90",1,10,11,15,22,29,42
101,"Jan 27, 90",1,5,6,10,33,49,36
102,"Jan 24, 90",19,21,24,29,46,48,27
103,"Jan 20, 90",15,24,36,41,42,46,8
104,"Jan 17, 90",3,22,27,46,48,49,19
105,"Jan 13, 90",12,18,22,33,35,44,2
106,"Jan 10, 90",2,5,33,35,47,49,44
107,"Jan 6, 90",5,6,21,22,31,33,46
108,"Jan 3, 90",2,14,40,41,43,46,16
111,"Dec 28, 91",22,32,35,39,44,46,48
112,"Dec 25, 91",2,11,25,34,46,49,47
113,"Dec 21, 91",19,21,22,23,37,45,1
114,"Dec 18, 91",17,19,28,35,36,42,39
115,"Dec 14, 91",17,18,20,29,31,43,2
116,"Dec 11, 91",19,21,32,35,38,47,29
117,"Dec 7, 91",5,6,33,41,44,49,9
118,"Dec 4, 91",6,12,23,30,34,43,7
119,"Nov 30, 91",14,15,24,36,45,46,27
120,"Nov 27, 91",1,3,4,23,36,38,15
121,"Nov 23, 91",15,38,43,45,48,49,4
122,"Nov 20, 91",7,11,13,36,43,44,23
123,"Nov 16, 91",4,6,20,26,31,33,11
124,"Nov 13, 91",7,9,17,21,39,49,23
125,"Nov 9, 91",7,13,17,19,23,39,18
126,"Nov 6, 91",5,17,25,26,41,42,30
127,"Nov 2, 91",6,15,35,42,47,48,9
128,"Oct 30, 91",2,3,18,30,34,40,13
129,"Oct 26, 91",7,24,32,33,34,35,17
130,"Oct 23, 91",13,21,27,46,47,48,15
131,"Oct 19, 91",12,25,36,37,40,42,19
132,"Oct 16, 91",4,8,10,13,29,43,12
133,"Oct 12, 91",17,34,39,41,43,47,21
134,"Oct 9, 91",5,8,17,32,43,44,39
135,"Oct 5, 91",1,18,36,40,44,47,9
136,"Oct 2, 91",31,36,40,43,48,49,33
137,"Sep 28, 91",1,3,24,27,43,45,15
138,"Sep 25, 91",10,17,23,29,30,43,19
139,"Sep 21, 91",1,2,7,9,21,42,27
140,"Sep 18, 91",4,5,27,38,43,45,12
141,"Sep 14, 91",5,12,21,32,46,47,14
142,"Sep 11, 91",2,9,19,24,32,41,8
143,"Sep 7, 91",1,5,18,34,35,37,27
144,"Sep 4, 91",1,5,6,15,20,22,13
145,"Aug 31, 91",1,3,6,22,25,39,48
146,"Aug 28, 91",23,27,33,46,47,49,35
147,"Aug 24, 91",4,8,9,41,45,47,19
148,"Aug 21, 91",9,15,17,31,33,34,10
149,"Aug 17, 91",13,15,18,21,38,44,39
150,"Aug 14, 91",23,25,28,30,32,49,18
151,"Aug 10, 91",6,7,19,27,37,45,9
152,"Aug 7, 91",2,7,11,15,42,49,19
153,"Aug 3, 91",4,23,25,36,38,43,34
154,"Jul 31, 91",7,12,14,16,35,39,21
155,"Jul 27, 91",9,30,31,33,37,43,27
156,"Jul 24, 91",7,15,19,32,33,34,20
157,"Jul 20, 91",10,11,22,28,30,33,41
158,"Jul 17, 91",2,8,9,20,23,43,4
159,"Jul 13, 91",3,9,24,26,33,47,4
160,"Jul 10, 91",7,10,23,26,27,32,41
161,"Jul 6, 91",6,10,32,37,40,48,26
162,"Jul 3, 91",6,11,15,25,40,46,12
163,"Jun 29, 91",3,5,10,12,13,40,43
164,"Jun 26, 91",8,10,17,26,37,41,30
165,"Jun 22, 91",20,24,35,36,40,45,43
166,"Jun 19, 91",4,8,30,39,40,45,46
167,"Jun 15, 91",3,9,17,24,39,43,2
168,"Jun 12, 91",14,20,32,35,40,41,38
169,"Jun 8, 91",11,13,26,28,36,41,34
170,"Jun 5, 91",11,18,26,33,47,49,34
171,"Jun 1, 91",7,8,13,25,38,44,40
172,"May 29, 91",8,18,20,26,29,37,17
173,"May 25, 91",2,23,28,32,33,47,44
174,"May 22, 91",16,26,30,33,43,49,17
175,"May 18, 91",16,18,20,26,37,38,3
176,"May 15, 91",5,10,27,29,35,45,36
177,"May 11, 91",6,30,31,32,35,47,14
178,"May 8, 91",16,25,30,38,46,48,9
179,"May 4, 91",8,12,25,30,43,49,45
180,"May 1, 91",10,21,35,36,42,44,40
181,"Apr 27, 91",14,19,20,27,40,45,11
182,"Apr 24, 91",9,18,22,26,32,36,19
183,"Apr 20, 91",6,19,25,39,44,47,1
184,"Apr 17, 91",10,15,22,25,27,40,30
185,"Apr 13, 91",16,24,26,27,39,45,8
186,"Apr 10, 91",1,3,7,23,28,42,26
187,"Apr 6, 91",4,10,19,24,41,45,27
188,"Apr 3, 91",3,4,9,29,38,47,31
189,"Mar 30, 91",1,8,18,19,29,33,41
190,"Mar 27, 91",7,14,17,22,30,47,21
191,"Mar 23, 91",13,17,22,28,31,41,48
192,"Mar 20, 91",2,5,6,8,32,46,49
193,"Mar 16, 91",21,22,29,31,42,47,36
194,"Mar 13, 91",4,5,15,18,25,41,11
195,"Mar 9, 91",8,13,22,34,43,45,16
196,"Mar 6, 91",16,17,23,28,43,49,29
197,"Mar 2, 91",6,7,12,37,45,48,28
198,"Feb 27, 91",4,6,18,33,42,44,20
199,"Feb 23, 91",10,11,17,29,38,47,28
200,"Feb 20, 91",4,16,18,28,31,38,46
201,"Feb 16, 91",6,7,23,30,38,45,13
202,"Feb 13, 91",3,5,23,24,34,47,31
203,"Feb 9, 91",9,11,21,28,29,37,38
204,"Feb 6, 91",12,15,17,28,38,43,33
205,"Feb 2, 91",5,10,16,20,29,42,6
206,"Jan 30, 91",1,13,17,23,30,40,14
207,"Jan 26, 91",8,28,30,31,32,35,26
208,"Jan 23, 91",18,23,29,38,41,44,36
209,"Jan 19, 91",5,7,10,15,24,29,43
210,"Jan 16, 91",17,33,34,37,41,47,12
211,"Jan 12, 91",11,22,24,37,39,49,27
212,"Jan 9, 91",2,5,9,17,22,38,12
213,"Jan 5, 91",7,9,21,25,26,46,13
214,"Jan 2, 91",2,14,19,20,26,49,8
5,"Dec 30, 92",11,23,30,31,34,46,17
6,"Dec 26, 92",11,13,16,17,19,20,37
7,"Dec 23, 92",7,14,32,36,39,44,43
8,"Dec 19, 92",8,9,13,27,28,38,7
9,"Dec 16, 92",2,11,32,33,48,49,3
10,"Dec 12, 92",15,18,29,30,37,47,44
11,"Dec 9, 92",1,5,10,16,44,45,23
12,"Dec 5, 92",3,21,23,41,43,46,1
13,"Dec 2, 92",2,16,22,24,27,45,42
14,"Nov 28, 92",10,19,20,35,38,43,48
15,"Nov 25, 92",18,28,29,30,46,49,7
16,"Nov 21, 92",5,6,7,12,35,39,29
17,"Nov 18, 92",3,7,11,29,45,48,8
18,"Nov 14, 92",2,6,7,8,30,37,47
19,"Nov 11, 92",12,19,28,31,41,47,16
20,"Nov 7, 92",8,9,14,38,42,49,41
21,"Nov 4, 92",12,14,19,26,40,42,3
22,"Oct 31, 92",22,28,29,30,36,47,16
23,"Oct 28, 92",3,11,13,15,20,39,32
24,"Oct 24, 92",11,22,25,33,42,49,28
25,"Oct 21, 92",7,18,26,35,38,48,49
26,"Oct 17, 92",2,13,15,24,33,35,39
27,"Oct 14, 92",3,12,35,42,43,45,13
28,"Oct 10, 92",8,12,22,39,40,44,17
29,"Oct 7, 92",8,17,25,26,38,42,14
30,"Oct 3, 92",11,15,16,22,27,34,12
31,"Sep 30, 92",14,35,40,43,46,47,11
32,"Sep 26, 92",16,17,20,21,29,35,41
33,"Sep 23, 92",19,21,34,36,47,49,42
34,"Sep 19, 92",4,12,31,41,43,49,24
35,"Sep 16, 92",1,4,30,40,42,48,49
36,"Sep 12, 92",1,3,14,17,38,40,20
37,"Sep 9, 92",5,10,31,35,37,41,20
38,"Sep 5, 92",11,14,16,17,29,41,35
39,"Sep 2, 92",1,15,32,35,38,49,14
40,"Aug 29, 92",3,9,18,32,41,47,30
41,"Aug 26, 92",4,13,26,35,41,46,6
42,"Aug 22, 92",6,14,23,29,44,48,13
43,"Aug 19, 92",9,10,21,28,30,41,1
44,"Aug 15, 92",16,21,25,26,38,47,24
45,"Aug 12, 92",3,4,20,22,33,46,19
46,"Aug 8, 92",15,27,30,31,34,43,12
47,"Aug 5, 92",1,2,12,20,21,47,42
48,"Aug 1, 92",6,7,21,28,38,39,42
49,"Jul 29, 92",5,6,7,14,16,46,37
50,"Jul 25, 92",3,8,12,19,42,44,33
51,"Jul 22, 92",16,20,22,31,40,43,42
52,"Jul 18, 92",8,13,23,31,39,41,7
53,"Jul 15, 92",5,21,30,33,36,41,18
54,"Jul 11, 92",13,15,18,23,26,46,39
55,"Jul 8, 92",1,2,3,4,13,48,20
56,"Jul 4, 92",7,8,24,39,40,46,20
57,"Jul 1, 92",13,23,29,39,46,47,3
58,"Jun 27, 92",19,29,30,31,32,36,12
59,"Jun 24, 92",7,18,21,26,31,37,42
60,"Jun 20, 92",9,11,32,34,35,48,42
61,"Jun 17, 92",9,12,17,25,30,35,4
62,"Jun 13, 92",20,21,32,39,42,43,47
63,"Jun 10, 92",3,19,29,31,34,42,14
64,"Jun 6, 92",9,15,16,33,35,41,38
65,"Jun 3, 92",9,32,34,36,43,49,24
66,"May 30, 92",2,12,19,21,35,49,44
67,"May 27, 92",11,30,32,34,42,44,36
68,"May 23, 92",2,16,18,25,27,45,28
69,"May 20, 92",21,23,31,34,38,44,8
70,"May 16, 92",1,2,15,26,39,49,25
71,"May 13, 92",19,20,25,27,31,38,10
72,"May 9, 92",14,21,25,28,36,37,39
73,"May 6, 92",14,17,21,25,27,39,32
74,"May 2, 92",4,5,6,13,22,40,36
75,"Apr 29, 92",7,15,28,29,33,41,13
76,"Apr 25, 92",1,24,26,28,29,32,39
77,"Apr 22, 92",5,9,22,33,34,48,35
78,"Apr 18, 92",2,26,31,33,38,40,28
79,"Apr 15, 92",7,12,19,22,32,48,13
80,"Apr 11, 92",6,7,8,10,26,38,9
81,"Apr 8, 92",29,34,35,39,40,43,30
82,"Apr 4, 92",16,18,26,27,29,34,8
83,"Apr 1, 92",2,5,24,25,31,35,33
84,"Mar 28, 92",4,6,15,38,41,48,5
85,"Mar 25, 92",12,22,29,32,33,36,27
86,"Mar 21, 92",4,12,13,14,27,28,10
87,"Mar 18, 92",2,12,24,26,38,42,13
88,"Mar 14, 92",2,14,16,25,30,33,11
89,"Mar 11, 92",1,7,28,31,40,44,46
90,"Mar 7, 92",7,18,21,26,34,36,46
91,"Mar 4, 92",9,12,21,22,35,44,41
92,"Feb 29, 92",14,15,26,34,35,42,6
93,"Feb 26, 92",16,18,27,28,29,31,4
94,"Feb 22, 92",1,12,20,25,29,43,37
95,"Feb 19, 92",7,9,10,17,38,44,32
96,"Feb 15, 92",9,15,22,38,41,45,33
97,"Feb 12, 92",3,16,18,21,25,48,30
98,"Feb 8, 92",5,16,17,18,31,38,19
99,"Feb 5, 92",2,8,12,15,39,49,48
100,"Feb 1, 92",26,30,32,34,40,47,28
101,"Jan 29, 92",1,3,7,8,35,44,16
102,"Jan 25, 92",6,12,18,19,31,47,49
103,"Jan 22, 92",12,30,40,46,47,49,22
104,"Jan 18, 92",8,17,25,26,45,46,42
105,"Jan 15, 92",1,11,20,23,28,32,4
106,"Jan 11, 92",7,8,23,26,46,48,47
107,"Jan 8, 92",7,16,20,28,32,41,24
108,"Jan 4, 92",11,14,38,43,44,46,19
109,"Jan 1, 92",4,7,16,21,47,48,5
112,"Dec 29, 93",2,6,15,29,31,37,47
113,"Dec 25, 93",1,7,13,24,40,46,45
114,"Dec 22, 93",4,9,17,26,32,37,22
115,"Dec 18, 93",5,22,25,27,30,44,14
116,"Dec 15, 93",11,25,28,29,33,43,20
117,"Dec 11, 93",9,15,32,37,42,46,41
118,"Dec 8, 93",7,9,19,28,34,45,12
119,"Dec 4, 93",25,29,30,32,33,42,31
120,"Dec 1, 93",1,4,15,27,32,45,38
121,"Nov 27, 93",11,14,16,19,44,46,2
122,"Nov 24, 93",1,19,22,23,24,34,47
123,"Nov 20, 93",12,15,25,34,37,49,42
124,"Nov 17, 93",8,28,30,33,37,46,24
125,"Nov 13, 93",5,6,12,13,34,45,22
126,"Nov 10, 93",6,27,33,41,47,48,7
127,"Nov 6, 93",7,8,13,16,17,36,41
128,"Nov 3, 93",13,15,23,26,32,33,28
129,"Oct 30, 93",5,13,22,23,28,38,7
130,"Oct 27, 93",2,7,8,15,21,40,25
131,"Oct 23, 93",3,22,31,32,33,39,5
132,"Oct 20, 93",11,17,22,30,40,41,37
133,"Oct 16, 93",4,7,20,32,45,48,23
134,"Oct 13, 93",4,23,24,34,41,48,47
135,"Oct 9, 93",2,8,10,12,23,44,40
136,"Oct 6, 93",23,26,29,41,42,46,18
137,"Oct 2, 93",7,18,25,34,39,47,16
138,"Sep 29, 93",11,19,20,36,38,47,35
139,"Sep 25, 93",10,26,27,35,41,46,11
140,"Sep 22, 93",11,12,27,29,31,38,18
141,"Sep 18, 93",4,5,21,24,36,38,8
142,"Sep 15, 93",4,9,12,27,28,48,15
143,"Sep 11, 93",3,7,12,16,30,31,44
144,"Sep 8, 93",4,21,23,29,33,40,41
145,"Sep 4, 93",1,21,23,25,29,44,45
146,"Sep 1, 93",2,18,31,33,43,47,13
147,"Aug 28, 93",12,19,21,28,30,39,46
148,"Aug 25, 93",16,19,20,25,35,42,30
149,"Aug 21, 93",17,18,20,39,40,41,42
150,"Aug 18, 93",20,22,37,42,43,46,24
151,"Aug 14, 93",9,16,26,30,32,36,29
152,"Aug 11, 93",2,6,15,26,36,40,28
153,"Aug 7, 93",4,9,17,31,33,38,34
154,"Aug 4, 93",5,18,19,26,30,40,46
155,"Jul 31, 93",4,14,20,21,29,36,3
156,"Jul 28, 93",2,4,8,9,22,34,48
157,"Jul 24, 93",15,23,27,31,41,42,45
158,"Jul 21, 93",1,6,16,38,41,48,27
159,"Jul 17, 93",2,4,14,32,39,43,6
160,"Jul 14, 93",16,24,25,27,29,40,19
161,"Jul 10, 93",13,30,37,39,42,44,1
162,"Jul 7, 93",23,27,31,39,41,42,7
163,"Jul 3, 93",8,10,32,36,37,44,9
164,"Jun 30, 93",12,18,27,29,31,43,20
165,"Jun 26, 93",16,17,23,35,39,45,18
166,"Jun 23, 93",5,24,38,40,44,48,10
167,"Jun 19, 93",5,17,31,34,36,38,11
168,"Jun 16, 93",3,8,12,20,26,39,24
169,"Jun 12, 93",1,3,13,21,32,45,37
170,"Jun 9, 93",18,27,28,34,38,45,19
171,"Jun 5, 93",17,23,32,33,40,47,27
172,"Jun 2, 93",1,3,19,32,37,47,23
173,"May 29, 93",12,17,33,34,40,48,36
174,"May 26, 93",5,6,9,39,43,47,32
175,"May 22, 93",10,12,22,27,31,32,29
176,"May 19, 93",3,25,29,37,44,45,43
177,"May 15, 93",3,6,22,31,35,43,7
178,"May 12, 93",9,20,24,38,44,48,37
179,"May 8, 93",1,3,8,27,39,48,11
180,"May 5, 93",3,13,16,18,19,46,39
181,"May 1, 93",4,18,39,40,42,43,17
182,"Apr 28, 93",4,7,11,18,46,47,36
183,"Apr 24, 93",8,20,30,38,41,43,16
184,"Apr 21, 93",4,6,17,31,34,49,2
185,"Apr 17, 93",12,21,23,31,33,45,18
186,"Apr 14, 93",11,18,20,25,35,39,19
187,"Apr 10, 93",32,36,43,44,45,47,10
188,"Apr 7, 93",8,28,30,37,41,43,14
189,"Apr 3, 93",1,2,8,12,41,45,15
190,"Mar 31, 93",6,20,24,29,32,42,17
191,"Mar 27, 93",7,14,26,28,30,42,13
192,"Mar 24, 93",9,15,25,27,28,41,46
193,"Mar 20, 93",6,11,13,21,27,41,35
194,"Mar 17, 93",5,12,15,26,36,46,23
195,"Mar 13, 93",1,7,18,19,27,41,9
196,"Mar 10, 93",3,6,9,39,46,47,1
197,"Mar 6, 93",1,2,14,25,29,46,28
198,"Mar 3, 93",22,24,28,33,38,46,31
199,"Feb 27, 93",1,8,16,18,19,38,26
200,"Feb 24, 93",4,5,8,10,32,39,28
201,"Feb 20, 93",12,14,32,40,43,49,38
202,"Feb 17, 93",4,12,16,22,32,40,35
203,"Feb 13, 93",12,16,17,20,34,39,43
204,"Feb 10, 93",13,19,29,31,32,48,47
205,"Feb 6, 93",19,29,33,34,39,41,26
206,"Feb 3, 93",1,24,28,34,44,47,43
207,"Jan 30, 93",1,6,13,14,19,34,8
208,"Jan 27, 93",7,15,31,41,46,47,17
209,"Jan 23, 93",12,21,25,34,45,48,39
210,"Jan 20, 93",11,12,18,20,36,43,44
211,"Jan 16, 93",16,31,38,39,41,42,30
212,"Jan 13, 93",3,11,16,23,24,26,25
213,"Jan 9, 93",6,14,18,21,34,35,22
214,"Jan 6, 93",3,16,20,22,37,39,31
215,"Jan 2, 93",7,15,19,28,29,30,43
5,"Dec 31, 94",10,12,30,32,34,38,39
6,"Dec 28, 94",10,21,22,27,28,43,17
7,"Dec 24, 94",1,10,18,19,27,42,44
8,"Dec 21, 94",16,17,26,30,40,43,22
9,"Dec 17, 94",11,23,30,39,40,41,16
10,"Dec 14, 94",8,12,30,33,34,44,31
11,"Dec 10, 94",9,15,27,33,36,39,35
12,"Dec 7, 94",7,15,31,36,38,39,48
13,"Dec 3, 94",2,14,31,36,44,49,25
14,"Nov 30, 94",12,32,41,42,46,49,39
15,"Nov 26, 94",9,13,14,31,45,46,33
16,"Nov 23, 94",5,7,9,10,13,49,28
17,"Nov 19, 94",6,14,23,27,38,40,21
18,"Nov 16, 94",23,29,33,34,38,42,43
19,"Nov 12, 94",21,28,35,40,45,47,19
20,"Nov 9, 94",6,19,20,31,43,48,33
21,"Nov 5, 94",6,7,16,22,37,38,11
22,"Nov 2, 94",19,25,26,41,44,45,20
23,"Oct 29, 94",11,13,18,33,39,41,31
24,"Oct 26, 94",18,19,20,23,30,42,28
25,"Oct 22, 94",6,9,14,29,38,46,5
26,"Oct 19, 94",4,9,18,22,34,42,2
27,"Oct 15, 94",10,11,32,36,45,46,43
28,"Oct 12, 94",6,7,9,17,19,44,47
29,"Oct 8, 94",9,19,31,32,38,40,8
30,"Oct 5, 94",10,15,17,20,22,37,25
31,"Oct 1, 94",7,12,13,19,20,27,2
32,"Sep 28, 94",1,19,24,26,31,32,10
33,"Sep 24, 94",8,11,14,18,25,43,37
34,"Sep 21, 94",23,24,25,29,34,48,20
35,"Sep 17, 94",4,20,31,35,43,46,36
36,"Sep 14, 94",15,20,36,37,48,49,21
37,"Sep 10, 94",3,7,8,21,27,37,40
38,"Sep 7, 94",2,3,13,27,30,49,7
39,"Sep 3, 94",1,2,34,35,45,47,49
40,"Aug 31, 94",1,14,19,34,42,49,32
41,"Aug 27, 94",1,7,14,18,26,33,10
42,"Aug 24, 94",7,9,19,25,42,44,11
43,"Aug 20, 94",14,18,26,31,34,40,5
44,"Aug 17, 94",18,21,23,24,28,41,19
45,"Aug 13, 94",8,9,16,18,22,37,33
46,"Aug 10, 94",1,12,14,34,39,48,3
47,"Aug 6, 94",3,8,11,12,21,48,43
48,"Aug 3, 94",13,16,18,27,28,41,32
