,Date,1,2,3,4,5,6,7
540,"Oct 7, 89",2,7,12,15,18,48,42
541,"Oct 4, 89",7,9,10,40,44,48,29
542,"Sep 30, 89",5,20,26,39,45,46,43
543,"Sep 27, 89",1,16,20,21,25,33,45
544,"Sep 23, 89",3,6,7,19,27,32,20
545,"Sep 20, 89",1,13,21,31,36,48,26
546,"Sep 16, 89",4,6,11,17,27,44,41
547,"Sep 13, 89",3,7,15,17,41,43,33
548,"Sep 9, 89",18,22,39,40,43,47,48
549,"Sep 6, 89",13,15,18,37,42,49,33
550,"Sep 2, 89",1,14,27,42,46,49,8
551,"Aug 30, 89",11,20,25,30,34,38,48
552,"Aug 26, 89",4,12,14,32,44,45,33
553,"Aug 23, 89",5,9,15,17,29,35,7
554,"Aug 19, 89",6,7,18,27,32,39,34
555,"Aug 16, 89",9,12,13,32,34,35,47
556,"Aug 12, 89",3,4,13,21,22,46,7
557,"Aug 9, 89",13,22,24,34,37,44,47
558,"Aug 5, 89",3,14,21,28,30,45,48
559,"Aug 2, 89",5,13,19,26,37,38,42
560,"Jul 29, 89",8,12,34,38,43,46,36
561,"Jul 26, 89",1,5,6,9,22,44,46
562,"Jul 22, 89",9,15,21,34,45,46,5
563,"Jul 19, 89",14,20,25,33,35,48,27
564,"Jul 15, 89",12,13,19,20,39,42,47
565,"Jul 12, 89",1,8,15,25,31,41,47
566,"Jul 8, 89",10,13,18,28,31,42,35
567,"Jul 5, 89",1,2,7,14,41,49,21
568,"Jul 1, 89",3,5,15,16,17,31,2
569,"Jun 28, 89",2,4,13,16,17,40,41
570,"Jun 24, 89",6,10,18,26,27,41,4
571,"Jun 21, 89",1,5,21,29,37,42,19
572,"Jun 17, 89",18,23,24,25,31,32,3
573,"Jun 14, 89",6,13,24,30,32,33,35
574,"Jun 10, 89",10,12,17,33,36,40,2
575,"Jun 7, 89",14,26,29,33,35,37,8
576,"Jun 3, 89",2,10,16,27,38,47,29
577,"May 31, 89",1,12,34,42,44,45,49
578,"May 27, 89",1,18,20,26,31,39,35
579,"May 24, 89",4,13,16,32,35,40,25
580,"May 20, 89",6,14,17,19,28,30,29
581,"May 17, 89",12,22,25,32,38,40,31
582,"May 13, 89",10,18,24,32,44,47,38
583,"May 10, 89",18,19,22,36,41,42,13
584,"May 6, 89",4,9,23,25,30,35,46
585,"May 3, 89",7,9,13,26,28,34,14
586,"Apr 29, 89",2,20,23,25,27,46,18
587,"Apr 26, 89",4,16,19,23,34,41,11
588,"Apr 22, 89",3,17,18,28,34,49,12
589,"Apr 19, 89",6,8,10,37,42,46,41
590,"Apr 15, 89",5,7,26,28,32,37,12
591,"Apr 12, 89",10,28,30,37,40,44,21
592,"Apr 8, 89",5,13,19,27,41,45,29
593,"Apr 5, 89",18,25,29,32,34,44,3
594,"Apr 1, 89",2,10,37,40,42,44,30
595,"Mar 29, 89",1,9,25,34,35,42,48
596,"Mar 25, 89",9,17,18,32,34,42,33
597,"Mar 22, 89",6,8,15,32,44,49,3
598,"Mar 18, 89",6,17,30,34,41,48,47
599,"Mar 15, 89",7,10,15,18,19,23,36
600,"Mar 11, 89",1,8,14,19,27,31,30
601,"Mar 8, 89",13,21,30,37,43,46,40
602,"Mar 4, 89",8,15,22,36,41,42,9
603,"Mar 1, 89",11,18,23,33,47,49,46
604,"Feb 25, 89",4,11,27,31,36,49,21
605,"Feb 22, 89",2,6,14,28,44,47,15
606,"Feb 18, 89",2,18,31,33,35,37,41
607,"Feb 15, 89",1,30,36,37,38,40,2
608,"Feb 11, 89",6,9,11,17,20,27,43
609,"Feb 8, 89",8,10,11,27,31,43,26
610,"Feb 4, 89",6,19,22,28,32,38,34
611,"Feb 1, 89",1,4,11,16,23,33,41
612,"Jan 28, 89",3,7,19,23,26,35,39
613,"Jan 25, 89",7,9,11,24,31,49,1
614,"Jan 21, 89",10,25,29,31,39,49,43
615,"Jan 18, 89",6,9,14,16,19,28,26
616,"Jan 14, 89",14,21,34,40,44,47,15
617,"Jan 11, 89",11,17,20,31,33,35,22
618,"Jan 7, 89",4,14,28,32,33,44,12
619,"Jan 4, 89",1,13,14,45,46,48,27
620,"Dec 29, 90",7,25,28,37,44,48,11
621,"Dec 26, 90",16,19,25,32,38,47,30
622,"Dec 22, 90",2,3,13,26,36,38,40
623,"Dec 19, 90",20,27,34,39,42,47,14
624,"Dec 15, 90",21,26,29,33,35,43,25
625,"Dec 12, 90",5,9,23,27,28,39,42
626,"Dec 8, 90",1,19,21,23,24,46,7
627,"Dec 5, 90",10,17,22,26,34,45,38
628,"Dec 1, 90",3,5,14,26,34,41,12
629,"Nov 28, 90",12,21,28,34,38,39,25
630,"Nov 24, 90",3,5,13,14,31,40,23
631,"Nov 21, 90",6,10,20,30,31,39,2
632,"Nov 17, 90",4,16,24,28,35,46,5
633,"Nov 14, 90",21,26,29,31,46,47,14
634,"Nov 10, 90",5,10,19,29,35,42,7
635,"Nov 7, 90",19,30,32,39,42,49,28
636,"Nov 3, 90",1,11,16,27,32,49,37
637,"Oct 31, 90",3,10,14,16,17,39,11
638,"Oct 27, 90",3,16,18,24,31,44,22
639,"Oct 24, 90",1,9,14,20,43,48,44
640,"Oct 20, 90",6,14,15,19,26,28,49
641,"Oct 17, 90",9,13,14,33,39,40,8
642,"Oct 13, 90",1,6,8,30,32,44,17
643,"Oct 10, 90",10,14,34,37,40,49,42
644,"Oct 6, 90",17,18,32,34,39,46,8
645,"Oct 3, 90",17,20,36,40,43,47,26
646,"Sep 29, 90",6,9,12,33,34,48,3
647,"Sep 26, 90",4,5,7,18,33,42,39
648,"Sep 22, 90",8,9,17,22,43,45,16
649,"Sep 19, 90",7,8,10,20,31,49,27
650,"Sep 15, 90",9,22,30,39,42,45,41
651,"Sep 12, 90",14,23,29,35,39,47,44
652,"Sep 8, 90",17,18,21,37,38,39,36
653,"Sep 5, 90",7,12,37,38,40,46,18
654,"Sep 1, 90",4,10,17,20,24,39,49
655,"Aug 29, 90",1,10,16,25,43,48,37
656,"Aug 25, 90",14,20,25,43,44,46,33
657,"Aug 22, 90",2,7,12,17,19,23,39
658,"Aug 18, 90",13,19,41,44,46,48,12
659,"Aug 15, 90",17,19,20,31,40,44,21
660,"Aug 11, 90",1,6,21,27,43,49,46
661,"Aug 8, 90",11,23,29,30,44,49,41
662,"Aug 4, 90",13,22,26,40,46,49,4
663,"Aug 1, 90",2,8,13,23,27,44,21
664,"Jul 28, 90",10,16,26,34,37,43,5
665,"Jul 25, 90",2,16,28,39,41,46,25
666,"Jul 21, 90",9,27,28,36,37,46,12
667,"Jul 18, 90",10,12,18,39,43,49,40
668,"Jul 14, 90",5,17,27,31,33,48,38
669,"Jul 11, 90",13,15,16,24,38,40,27
670,"Jul 7, 90",11,14,15,25,38,42,45
671,"Jul 4, 90",2,8,11,25,45,47,24
672,"Jun 30, 90",9,17,21,28,29,30,1
673,"Jun 27, 90",5,7,12,17,26,47,10
674,"Jun 23, 90",22,27,32,37,42,47,31
675,"Jun 20, 90",13,14,19,20,29,47,33
676,"Jun 16, 90",12,24,35,42,45,47,21
677,"Jun 13, 90",7,10,37,45,46,47,13
678,"Jun 9, 90",8,13,25,30,38,39,24
679,"Jun 6, 90",2,9,16,22,34,40,14
680,"Jun 2, 90",1,3,30,36,42,43,23
681,"May 30, 90",7,11,17,28,38,42,32
682,"May 26, 90",4,8,9,39,40,46,11
683,"May 23, 90",3,4,13,25,29,41,33
684,"May 19, 90",5,7,20,26,31,36,14
685,"May 16, 90",3,22,23,31,33,47,28
686,"May 12, 90",5,19,21,34,43,49,32
687,"May 9, 90",7,15,16,26,29,47,42
688,"May 5, 90",2,3,7,22,38,48,21
689,"May 2, 90",2,5,11,27,31,43,30
690,"Apr 28, 90",12,20,22,28,36,43,32
691,"Apr 25, 90",27,29,30,33,44,45,25
692,"Apr 21, 90",1,4,8,27,34,40,42
693,"Apr 18, 90",9,22,24,27,36,46,7
694,"Apr 14, 90",11,24,39,41,43,45,20
695,"Apr 11, 90",6,13,31,35,38,40,15
696,"Apr 7, 90",13,25,38,40,42,47,11
697,"Apr 4, 90",7,10,31,37,46,49,24
698,"Mar 31, 90",6,23,25,31,39,41,12
699,"Mar 28, 90",2,19,20,26,32,37,45
700,"Mar 24, 90",5,31,33,34,36,38,25
701,"Mar 21, 90",7,17,34,38,45,46,30
702,"Mar 17, 90",11,17,28,35,38,40,46
703,"Mar 14, 90",2,11,30,34,38,44,49
704,"Mar 10, 90",4,9,22,27,42,45,34
705,"Mar 7, 90",1,3,14,33,37,49,16
706,"Mar 3, 90",3,13,28,31,40,44,41
707,"Feb 28, 90",10,16,32,35,36,42,15
708,"Feb 24, 90",1,23,26,37,43,49,2
709,"Feb 21, 90",13,16,21,26,35,46,18
710,"Feb 17, 90",17,18,21,22,23,45,7
711,"Feb 14, 90",11,14,25,28,44,47,30
712,"Feb 10, 90",15,21,24,27,42,47,36
713,"Feb 7, 90",11,12,28,30,39,48,16
714,"Feb 3, 90",7,8,11,16,41,47,44
715,"Jan 31, 90",1,10,11,15,22,29,42
716,"Jan 27, 90",1,5,6,10,33,49,36
717,"Jan 24, 90",19,21,24,29,46,48,27
718,"Jan 20, 90",15,24,36,41,42,46,8
719,"Jan 17, 90",3,22,27,46,48,49,19
720,"Jan 13, 90",12,18,22,33,35,44,2
721,"Jan 10, 90",2,5,33,35,47,49,44
722,"Jan 6, 90",5,6,21,22,31,33,46
723,"Jan 3, 90",2,14,40,41,43,46,16
724,"Dec 28, 91",22,32,35,39,44,46,48
725,"Dec 25, 91",2,11,25,34,46,49,47
726,"Dec 21, 91",19,21,22,23,37,45,1
727,"Dec 18, 91",17,19,28,35,36,42,39
728,"Dec 14, 91",17,18,20,29,31,43,2
729,"Dec 11, 91",19,21,32,35,38,47,29
730,"Dec 7, 91",5,6,33,41,44,49,9
731,"Dec 4, 91",6,12,23,30,34,43,7
732,"Nov 30, 91",14,15,24,36,45,46,27
733,"Nov 27, 91",1,3,4,23,36,38,15
734,"Nov 23, 91",15,38,43,45,48,49,4
735,"Nov 20, 91",7,11,13,36,43,44,23
736,"Nov 16, 91",4,6,20,26,31,33,11
737,"Nov 13, 91",7,9,17,21,39,49,23
738,"Nov 9, 91",7,13,17,19,23,39,18
739,"Nov 6, 91",5,17,25,26,41,42,30
740,"Nov 2, 91",6,15,35,42,47,48,9
741,"Oct 30, 91",2,3,18,30,34,40,13
742,"Oct 26, 91",7,24,32,33,34,35,17
743,"Oct 23, 91",13,21,27,46,47,48,15
744,"Oct 19, 91",12,25,36,37,40,42,19
745,"Oct 16, 91",4,8,10,13,29,43,12
746,"Oct 12, 91",17,34,39,41,43,47,21
747,"Oct 9, 91",5,8,17,32,43,44,39
748,"Oct 5, 91",1,18,36,40,44,47,9
749,"Oct 2, 91",31,36,40,43,48,49,33
750,"Sep 28, 91",1,3,24,27,43,45,15
751,"Sep 25, 91",10,17,23,29,30,43,19
752,"Sep 21, 91",1,2,7,9,21,42,27
753,"Sep 18, 91",4,5,27,38,43,45,12
754,"Sep 14, 91",5,12,21,32,46,47,14
755,"Sep 11, 91",2,9,19,24,32,41,8
756,"Sep 7, 91",1,5,18,34,35,37,27
757,"Sep 4, 91",1,5,6,15,20,22,13
758,"Aug 31, 91",1,3,6,22,25,39,48
759,"Aug 28, 91",23,27,33,46,47,49,35
760,"Aug 24, 91",4,8,9,41,45,47,19
761,"Aug 21, 91",9,15,17,31,33,34,10
762,"Aug 17, 91",13,15,18,21,38,44,39
763,"Aug 14, 91",23,25,28,30,32,49,18
764,"Aug 10, 91",6,7,19,27,37,45,9
765,"Aug 7, 91",2,7,11,15,42,49,19
766,"Aug 3, 91",4,23,25,36,38,43,34
767,"Jul 31, 91",7,12,14,16,35,39,21
768,"Jul 27, 91",9,30,31,33,37,43,27
769,"Jul 24, 91",7,15,19,32,33,34,20
770,"Jul 20, 91",10,11,22,28,30,33,41
771,"Jul 17, 91",2,8,9,20,23,43,4
772,"Jul 13, 91",3,9,24,26,33,47,4
773,"Jul 10, 91",7,10,23,26,27,32,41
774,"Jul 6, 91",6,10,32,37,40,48,26
775,"Jul 3, 91",6,11,15,25,40,46,12
776,"Jun 29, 91",3,5,10,12,13,40,43
777,"Jun 26, 91",8,10,17,26,37,41,30
778,"Jun 22, 91",20,24,35,36,40,45,43
779,"Jun 19, 91",4,8,30,39,40,45,46
780,"Jun 15, 91",3,9,17,24,39,43,2
781,"Jun 12, 91",14,20,32,35,40,41,38
782,"Jun 8, 91",11,13,26,28,36,41,34
783,"Jun 5, 91",11,18,26,33,47,49,34
784,"Jun 1, 91",7,8,13,25,38,44,40
785,"May 29, 91",8,18,20,26,29,37,17
786,"May 25, 91",2,23,28,32,33,47,44
787,"May 22, 91",16,26,30,33,43,49,17
788,"May 18, 91",16,18,20,26,37,38,3
789,"May 15, 91",5,10,27,29,35,45,36
790,"May 11, 91",6,30,31,32,35,47,14
791,"May 8, 91",16,25,30,38,46,48,9
792,"May 4, 91",8,12,25,30,43,49,45
793,"May 1, 91",10,21,35,36,42,44,40
794,"Apr 27, 91",14,19,20,27,40,45,11
795,"Apr 24, 91",9,18,22,26,32,36,19
796,"Apr 20, 91",6,19,25,39,44,47,1
797,"Apr 17, 91",10,15,22,25,27,40,30
798,"Apr 13, 91",16,24,26,27,39,45,8
799,"Apr 10, 91",1,3,7,23,28,42,26
800,"Apr 6, 91",4,10,19,24,41,45,27
801,"Apr 3, 91",3,4,9,29,38,47,31
802,"Mar 30, 91",1,8,18,19,29,33,41
803,"Mar 27, 91",7,14,17,22,30,47,21
804,"Mar 23, 91",13,17,22,28,31,41,48
805,"Mar 20, 91",2,5,6,8,32,46,49
806,"Mar 16, 91",21,22,29,31,42,47,36
807,"Mar 13, 91",4,5,15,18,25,41,11
808,"Mar 9, 91",8,13,22,34,43,45,16
809,"Mar 6, 91",16,17,23,28,43,49,29
810,"Mar 2, 91",6,7,12,37,45,48,28
811,"Feb 27, 91",4,6,18,33,42,44,20
812,"Feb 23, 91",10,11,17,29,38,47,28
813,"Feb 20, 91",4,16,18,28,31,38,46
814,"Feb 16, 91",6,7,23,30,38,45,13
815,"Feb 13, 91",3,5,23,24,34,47,31
816,"Feb 9, 91",9,11,21,28,29,37,38
817,"Feb 6, 91",12,15,17,28,38,43,33
818,"Feb 2, 91",5,10,16,20,29,42,6
819,"Jan 30, 91",1,13,17,23,30,40,14
820,"Jan 26, 91",8,28,30,31,32,35,26
821,"Jan 23, 91",18,23,29,38,41,44,36
822,"Jan 19, 91",5,7,10,15,24,29,43
823,"Jan 16, 91",17,33,34,37,41,47,12
824,"Jan 12, 91",11,22,24,37,39,49,27
825,"Jan 9, 91",2,5,9,17,22,38,12
826,"Jan 5, 91",7,9,21,25,26,46,13
827,"Jan 2, 91",2,14,19,20,26,49,8
828,"Dec 30, 92",11,23,30,31,34,46,17
829,"Dec 26, 92",11,13,16,17,19,20,37
830,"Dec 23, 92",7,14,32,36,39,44,43
831,"Dec 19, 92",8,9,13,27,28,38,7
832,"Dec 16, 92",2,11,32,33,48,49,3
833,"Dec 12, 92",15,18,29,30,37,47,44
834,"Dec 9, 92",1,5,10,16,44,45,23
835,"Dec 5, 92",3,21,23,41,43,46,1
836,"Dec 2, 92",2,16,22,24,27,45,42
837,"Nov 28, 92",10,19,20,35,38,43,48
838,"Nov 25, 92",18,28,29,30,46,49,7
839,"Nov 21, 92",5,6,7,12,35,39,29
840,"Nov 18, 92",3,7,11,29,45,48,8
841,"Nov 14, 92",2,6,7,8,30,37,47
842,"Nov 11, 92",12,19,28,31,41,47,16
843,"Nov 7, 92",8,9,14,38,42,49,41
844,"Nov 4, 92",12,14,19,26,40,42,3
845,"Oct 31, 92",22,28,29,30,36,47,16
846,"Oct 28, 92",3,11,13,15,20,39,32
847,"Oct 24, 92",11,22,25,33,42,49,28
848,"Oct 21, 92",7,18,26,35,38,48,49
849,"Oct 17, 92",2,13,15,24,33,35,39
850,"Oct 14, 92",3,12,35,42,43,45,13
851,"Oct 10, 92",8,12,22,39,40,44,17
852,"Oct 7, 92",8,17,25,26,38,42,14
853,"Oct 3, 92",11,15,16,22,27,34,12
854,"Sep 30, 92",14,35,40,43,46,47,11
855,"Sep 26, 92",16,17,20,21,29,35,41
856,"Sep 23, 92",19,21,34,36,47,49,42
857,"Sep 19, 92",4,12,31,41,43,49,24
858,"Sep 16, 92",1,4,30,40,42,48,49
859,"Sep 12, 92",1,3,14,17,38,40,20
860,"Sep 9, 92",5,10,31,35,37,41,20
861,"Sep 5, 92",11,14,16,17,29,41,35
862,"Sep 2, 92",1,15,32,35,38,49,14
863,"Aug 29, 92",3,9,18,32,41,47,30
864,"Aug 26, 92",4,13,26,35,41,46,6
865,"Aug 22, 92",6,14,23,29,44,48,13
866,"Aug 19, 92",9,10,21,28,30,41,1
867,"Aug 15, 92",16,21,25,26,38,47,24
868,"Aug 12, 92",3,4,20,22,33,46,19
869,"Aug 8, 92",15,27,30,31,34,43,12
870,"Aug 5, 92",1,2,12,20,21,47,42
871,"Aug 1, 92",6,7,21,28,38,39,42
872,"Jul 29, 92",5,6,7,14,16,46,37
873,"Jul 25, 92",3,8,12,19,42,44,33
874,"Jul 22, 92",16,20,22,31,40,43,42
875,"Jul 18, 92",8,13,23,31,39,41,7
876,"Jul 15, 92",5,21,30,33,36,41,18
877,"Jul 11, 92",13,15,18,23,26,46,39
878,"Jul 8, 92",1,2,3,4,13,48,20
879,"Jul 4, 92",7,8,24,39,40,46,20
880,"Jul 1, 92",13,23,29,39,46,47,3
881,"Jun 27, 92",19,29,30,31,32,36,12
882,"Jun 24, 92",7,18,21,26,31,37,42
883,"Jun 20, 92",9,11,32,34,35,48,42
884,"Jun 17, 92",9,12,17,25,30,35,4
885,"Jun 13, 92",20,21,32,39,42,43,47
886,"Jun 10, 92",3,19,29,31,34,42,14
887,"Jun 6, 92",9,15,16,33,35,41,38
888,"Jun 3, 92",9,32,34,36,43,49,24
889,"May 30, 92",2,12,19,21,35,49,44
890,"May 27, 92",11,30,32,34,42,44,36
891,"May 23, 92",2,16,18,25,27,45,28
892,"May 20, 92",21,23,31,34,38,44,8
893,"May 16, 92",1,2,15,26,39,49,25
894,"May 13, 92",19,20,25,27,31,38,10
895,"May 9, 92",14,21,25,28,36,37,39
896,"May 6, 92",14,17,21,25,27,39,32
897,"May 2, 92",4,5,6,13,22,40,36
898,"Apr 29, 92",7,15,28,29,33,41,13
899,"Apr 25, 92",1,24,26,28,29,32,39
900,"Apr 22, 92",5,9,22,33,34,48,35
901,"Apr 18, 92",2,26,31,33,38,40,28
902,"Apr 15, 92",7,12,19,22,32,48,13
903,"Apr 11, 92",6,7,8,10,26,38,9
904,"Apr 8, 92",29,34,35,39,40,43,30
905,"Apr 4, 92",16,18,26,27,29,34,8
906,"Apr 1, 92",2,5,24,25,31,35,33
907,"Mar 28, 92",4,6,15,38,41,48,5
908,"Mar 25, 92",12,22,29,32,33,36,27
909,"Mar 21, 92",4,12,13,14,27,28,10
910,"Mar 18, 92",2,12,24,26,38,42,13
911,"Mar 14, 92",2,14,16,25,30,33,11
912,"Mar 11, 92",1,7,28,31,40,44,46
913,"Mar 7, 92",7,18,21,26,34,36,46
914,"Mar 4, 92",9,12,21,22,35,44,41
915,"Feb 29, 92",14,15,26,34,35,42,6
916,"Feb 26, 92",16,18,27,28,29,31,4
917,"Feb 22, 92",1,12,20,25,29,43,37
918,"Feb 19, 92",7,9,10,17,38,44,32
919,"Feb 15, 92",9,15,22,38,41,45,33
920,"Feb 12, 92",3,16,18,21,25,48,30
921,"Feb 8, 92",5,16,17,18,31,38,19
922,"Feb 5, 92",2,8,12,15,39,49,48
923,"Feb 1, 92",26,30,32,34,40,47,28
924,"Jan 29, 92",1,3,7,8,35,44,16
925,"Jan 25, 92",6,12,18,19,31,47,49
926,"Jan 22, 92",12,30,40,46,47,49,22
927,"Jan 18, 92",8,17,25,26,45,46,42
928,"Jan 15, 92",1,11,20,23,28,32,4
929,"Jan 11, 92",7,8,23,26,46,48,47
930,"Jan 8, 92",7,16,20,28,32,41,24
931,"Jan 4, 92",11,14,38,43,44,46,19
932,"Jan 1, 92",4,7,16,21,47,48,5
933,"Dec 29, 93",2,6,15,29,31,37,47
934,"Dec 25, 93",1,7,13,24,40,46,45
935,"Dec 22, 93",4,9,17,26,32,37,22
936,"Dec 18, 93",5,22,25,27,30,44,14
937,"Dec 15, 93",11,25,28,29,33,43,20
938,"Dec 11, 93",9,15,32,37,42,46,41
939,"Dec 8, 93",7,9,19,28,34,45,12
940,"Dec 4, 93",25,29,30,32,33,42,31
941,"Dec 1, 93",1,4,15,27,32,45,38
942,"Nov 27, 93",11,14,16,19,44,46,2
943,"Nov 24, 93",1,19,22,23,24,34,47
944,"Nov 20, 93",12,15,25,34,37,49,42
945,"Nov 17, 93",8,28,30,33,37,46,24
946,"Nov 13, 93",5,6,12,13,34,45,22
947,"Nov 10, 93",6,27,33,41,47,48,7
948,"Nov 6, 93",7,8,13,16,17,36,41
949,"Nov 3, 93",13,15,23,26,32,33,28
950,"Oct 30, 93",5,13,22,23,28,38,7
951,"Oct 27, 93",2,7,8,15,21,40,25
952,"Oct 23, 93",3,22,31,32,33,39,5
953,"Oct 20, 93",11,17,22,30,40,41,37
954,"Oct 16, 93",4,7,20,32,45,48,23
955,"Oct 13, 93",4,23,24,34,41,48,47
956,"Oct 9, 93",2,8,10,12,23,44,40
957,"Oct 6, 93",23,26,29,41,42,46,18
958,"Oct 2, 93",7,18,25,34,39,47,16
959,"Sep 29, 93",11,19,20,36,38,47,35
960,"Sep 25, 93",10,26,27,35,41,46,11
961,"Sep 22, 93",11,12,27,29,31,38,18
962,"Sep 18, 93",4,5,21,24,36,38,8
963,"Sep 15, 93",4,9,12,27,28,48,15
964,"Sep 11, 93",3,7,12,16,30,31,44
965,"Sep 8, 93",4,21,23,29,33,40,41
966,"Sep 4, 93",1,21,23,25,29,44,45
967,"Sep 1, 93",2,18,31,33,43,47,13
968,"Aug 28, 93",12,19,21,28,30,39,46
969,"Aug 25, 93",16,19,20,25,35,42,30
970,"Aug 21, 93",17,18,20,39,40,41,42
971,"Aug 18, 93",20,22,37,42,43,46,24
972,"Aug 14, 93",9,16,26,30,32,36,29
973,"Aug 11, 93",2,6,15,26,36,40,28
974,"Aug 7, 93",4,9,17,31,33,38,34
975,"Aug 4, 93",5,18,19,26,30,40,46
976,"Jul 31, 93",4,14,20,21,29,36,3
977,"Jul 28, 93",2,4,8,9,22,34,48
978,"Jul 24, 93",15,23,27,31,41,42,45
979,"Jul 21, 93",1,6,16,38,41,48,27
980,"Jul 17, 93",2,4,14,32,39,43,6
981,"Jul 14, 93",16,24,25,27,29,40,19
982,"Jul 10, 93",13,30,37,39,42,44,1
983,"Jul 7, 93",23,27,31,39,41,42,7
984,"Jul 3, 93",8,10,32,36,37,44,9
985,"Jun 30, 93",12,18,27,29,31,43,20
986,"Jun 26, 93",16,17,23,35,39,45,18
987,"Jun 23, 93",5,24,38,40,44,48,10
988,"Jun 19, 93",5,17,31,34,36,38,11
989,"Jun 16, 93",3,8,12,20,26,39,24
990,"Jun 12, 93",1,3,13,21,32,45,37
991,"Jun 9, 93",18,27,28,34,38,45,19
992,"Jun 5, 93",17,23,32,33,40,47,27
993,"Jun 2, 93",1,3,19,32,37,47,23
994,"May 29, 93",12,17,33,34,40,48,36
995,"May 26, 93",5,6,9,39,43,47,32
996,"May 22, 93",10,12,22,27,31,32,29
997,"May 19, 93",3,25,29,37,44,45,43
998,"May 15, 93",3,6,22,31,35,43,7
999,"May 12, 93",9,20,24,38,44,48,37
1000,"May 8, 93",1,3,8,27,39,48,11
1001,"May 5, 93",3,13,16,18,19,46,39
1002,"May 1, 93",4,18,39,40,42,43,17
1003,"Apr 28, 93",4,7,11,18,46,47,36
1004,"Apr 24, 93",8,20,30,38,41,43,16
1005,"Apr 21, 93",4,6,17,31,34,49,2
1006,"Apr 17, 93",12,21,23,31,33,45,18
1007,"Apr 14, 93",11,18,20,25,35,39,19
1008,"Apr 10, 93",32,36,43,44,45,47,10
1009,"Apr 7, 93",8,28,30,37,41,43,14
1010,"Apr 3, 93",1,2,8,12,41,45,15
1011,"Mar 31, 93",6,20,24,29,32,42,17
1012,"Mar 27, 93",7,14,26,28,30,42,13
1013,"Mar 24, 93",9,15,25,27,28,41,46
1014,"Mar 20, 93",6,11,13,21,27,41,35
1015,"Mar 17, 93",5,12,15,26,36,46,23
1016,"Mar 13, 93",1,7,18,19,27,41,9
1017,"Mar 10, 93",3,6,9,39,46,47,1
1018,"Mar 6, 93",1,2,14,25,29,46,28
1019,"Mar 3, 93",22,24,28,33,38,46,31
1020,"Feb 27, 93",1,8,16,18,19,38,26
1021,"Feb 24, 93",4,5,8,10,32,39,28
1022,"Feb 20, 93",12,14,32,40,43,49,38
1023,"Feb 17, 93",4,12,16,22,32,40,35
1024,"Feb 13, 93",12,16,17,20,34,39,43
1025,"Feb 10, 93",13,19,29,31,32,48,47
1026,"Feb 6, 93",19,29,33,34,39,41,26
1027,"Feb 3, 93",1,24,28,34,44,47,43
1028,"Jan 30, 93",1,6,13,14,19,34,8
1029,"Jan 27, 93",7,15,31,41,46,47,17
1030,"Jan 23, 93",12,21,25,34,45,48,39
1031,"Jan 20, 93",11,12,18,20,36,43,44
1032,"Jan 16, 93",16,31,38,39,41,42,30
1033,"Jan 13, 93",3,11,16,23,24,26,25
1034,"Jan 9, 93",6,14,18,21,34,35,22
1035,"Jan 6, 93",3,16,20,22,37,39,31
1036,"Jan 2, 93",7,15,19,28,29,30,43
1037,"Dec 31, 94",10,12,30,32,34,38,39
1038,"Dec 28, 94",10,21,22,27,28,43,17
1039,"Dec 24, 94",1,10,18,19,27,42,44
1040,"Dec 21, 94",16,17,26,30,40,43,22
1041,"Dec 17, 94",11,23,30,39,40,41,16
1042,"Dec 14, 94",8,12,30,33,34,44,31
1043,"Dec 10, 94",9,15,27,33,36,39,35
1044,"Dec 7, 94",7,15,31,36,38,39,48
1045,"Dec 3, 94",2,14,31,36,44,49,25
1046,"Nov 30, 94",12,32,41,42,46,49,39
1047,"Nov 26, 94",9,13,14,31,45,46,33
1048,"Nov 23, 94",5,7,9,10,13,49,28
1049,"Nov 19, 94",6,14,23,27,38,40,21
1050,"Nov 16, 94",23,29,33,34,38,42,43
1051,"Nov 12, 94",21,28,35,40,45,47,19
1052,"Nov 9, 94",6,19,20,31,43,48,33
1053,"Nov 5, 94",6,7,16,22,37,38,11
1054,"Nov 2, 94",19,25,26,41,44,45,20
1055,"Oct 29, 94",11,13,18,33,39,41,31
1056,"Oct 26, 94",18,19,20,23,30,42,28
1057,"Oct 22, 94",6,9,14,29,38,46,5
1058,"Oct 19, 94",4,9,18,22,34,42,2
1059,"Oct 15, 94",10,11,32,36,45,46,43
1060,"Oct 12, 94",6,7,9,17,19,44,47
1061,"Oct 8, 94",9,19,31,32,38,40,8
1062,"Oct 5, 94",10,15,17,20,22,37,25
1063,"Oct 1, 94",7,12,13,19,20,27,2
1064,"Sep 28, 94",1,19,24,26,31,32,10
1065,"Sep 24, 94",8,11,14,18,25,43,37
1066,"Sep 21, 94",23,24,25,29,34,48,20
1067,"Sep 17, 94",4,20,31,35,43,46,36
1068,"Sep 14, 94",15,20,36,37,48,49,21
1069,"Sep 10, 94",3,7,8,21,27,37,40
1070,"Sep 7, 94",2,3,13,27,30,49,7
1071,"Sep 3, 94",1,2,34,35,45,47,49
1072,"Aug 31, 94",1,14,19,34,42,49,32
1073,"Aug 27, 94",1,7,14,18,26,33,10
1074,"Aug 24, 94",7,9,19,25,42,44,11
1075,"Aug 20, 94",14,18,26,31,34,40,5
1076,"Aug 17, 94",18,21,23,24,28,41,19
1077,"Aug 13, 94",8,9,16,18,22,37,33
